date,type,breakdown,transaction_volume,transaction_nominal
1/7/2019,UE Non-Bank,Belanja,261493431,9.82E+12
1/8/2019,UE Non-Bank,Belanja,285000538,1.00E+13
1/9/2019,UE Non-Bank,Belanja,310525129,1.12E+13
1/10/2019,UE Non-Bank,Belanja,320454088,1.34E+13
1/11/2019,UE Non-Bank,Belanja,300676012,1.31E+13
1/12/2019,UE Non-Bank,Belanja,317132370,1.37E+13
1/1/2020,UE Non-Bank,Belanja,275333101,1.28E+13
1/2/2020,UE Non-Bank,Belanja,257202237,1.22E+13
1/3/2020,UE Non-Bank,Belanja,250095194,1.23E+13
1/4/2020,UE Non-Bank,Belanja,233238162,1.58E+13
1/5/2020,UE Non-Bank,Belanja,211942691,1.36E+13
1/6/2020,UE Non-Bank,Belanja,214134297,1.29E+13
1/7/2020,UE Non-Bank,Belanja,216447407,1.36E+13
1/8/2020,UE Non-Bank,Belanja,230124455,1.47E+13
1/9/2020,UE Non-Bank,Belanja,230602161,1.54E+13
1/10/2020,UE Non-Bank,Belanja,245538157,1.63E+13
1/11/2020,UE Non-Bank,Belanja,256143421,1.67E+13
1/12/2020,UE Non-Bank,Belanja,282679162,1.94E+13
1/1/2021,UE Non-Bank,Belanja,246891469,1.84E+13
1/2/2021,UE Non-Bank,Belanja,241671796,1.70E+13
1/3/2021,UE Non-Bank,Belanja,276612680,1.90E+13
1/4/2021,UE Non-Bank,Belanja,278701816,2.04E+13
1/5/2021,UE Non-Bank,Belanja,315916377,2.14E+13
1/6/2021,UE Non-Bank,Belanja,304599141,2.17E+13
1/7/2021,UE Non-Bank,Belanja,321087656,2.36E+13
1/8/2021,UE Non-Bank,Belanja,324944902,2.26E+13
1/9/2021,UE Non-Bank,Belanja,323060912,2.30E+13
1/10/2021,UE Non-Bank,Belanja,349141329,2.46E+13
1/11/2021,UE Non-Bank,Belanja,359036571,2.55E+13
1/12/2021,UE Non-Bank,Belanja,404252148,2.71E+13
1/1/2022,UE Non-Bank,Belanja,372966025,2.61E+13
1/2/2022,UE Non-Bank,Belanja,349812693,2.49E+13
1/3/2022,UE Non-Bank,Belanja,403998531,2.83E+13
1/4/2022,UE Non-Bank,Belanja,410773935,3.04E+13
1/5/2022,UE Non-Bank,Belanja,375150628,2.73E+13
1/6/2022,UE Non-Bank,Belanja,386899355,2.83E+13
1/7/2022,UE Non-Bank,Belanja,416329761,3.19E+13
1/8/2022,UE Non-Bank,Belanja,411748119,3.22E+13
1/9/2022,UE Non-Bank,Belanja,397810803,3.15E+13
1/10/2022,UE Non-Bank,Belanja,408355610,3.20E+13
1/11/2022,UE Non-Bank,Belanja,411796022,3.19E+13
1/12/2022,UE Non-Bank,Belanja,431342688,3.39E+13
1/1/2023,UE Non-Bank,Belanja,408476070,3.17E+13
1/2/2023,UE Non-Bank,Belanja,368761668,2.88E+13
1/3/2023,UE Non-Bank,Belanja,419448663,3.31E+13
1/4/2023,UE Non-Bank,Belanja,424529244,3.37E+13
1/5/2023,UE Non-Bank,Belanja,430365704,3.39E+13
1/6/2023,UE Non-Bank,Belanja,412429865,3.25E+13
1/7/2023,UE Non-Bank,Belanja,456583125,3.52E+13
1/8/2023,UE Non-Bank,Belanja,453406103,3.47E+13
1/9/2023,UE Non-Bank,Belanja,473141678,3.56E+13
