date,type,breakdown,transaction_volume,transaction_nominal
1/6/2023,Debit,Transaksi Online,,
1/7/2023,Debit,Transaksi Online,,
1/8/2023,Debit,Transaksi Online,,
1/9/2023,Debit,Transaksi Online,,
1/1/2019,Debit,Transfer,1449667887,2.66E+14
1/2/2019,Debit,Transfer,1415724548,2.53E+14
1/3/2019,Debit,Transfer,1498785734,2.73E+14
1/4/2019,Debit,Transfer,1462036449,2.64E+14
1/5/2019,Debit,Transfer,1499515505,2.80E+14
1/6/2019,Debit,Transfer,119936571,2.12E+14
1/7/2019,Debit,Transfer,1477199305,2.80E+14
1/8/2019,Debit,Transfer,1267883351,2.49E+14
1/9/2019,Debit,Transfer,1310593429,2.34E+14
1/10/2019,Debit,Transfer,1408905225,2.48E+14
1/11/2019,Debit,Transfer,128145613,2.37E+14
1/12/2019,Debit,Transfer,1348778883,2.55E+14
1/1/2020,Debit,Transfer,1259520105,2.38E+14
1/2/2020,Debit,Transfer,123526888,2.38E+14
1/3/2020,Debit,Transfer,127695422,2.42E+14
1/4/2020,Debit,Transfer,130124076,2.27E+14
1/5/2020,Debit,Transfer,1440204042,2.58E+14
1/6/2020,Debit,Transfer,1208446233,2.26E+14
1/7/2020,Debit,Transfer,1471688723,2.63E+14
1/8/2020,Debit,Transfer,1447212188,2.53E+14
1/9/2020,Debit,Transfer,1509248582,2.54E+14
1/10/2020,Debit,Transfer,1585776133,2.69E+14
1/11/2020,Debit,Transfer,1584243968,2.65E+14
1/12/2020,Debit,Transfer,1662166086,2.84E+14
1/1/2021,Debit,Transfer,1557762981,2.61E+14
1/2/2021,Debit,Transfer,139238041,2.38E+14
1/3/2021,Debit,Transfer,159152419,2.72E+14
1/4/2021,Debit,Transfer,155526148,2.70E+14
1/5/2021,Debit,Transfer,154403333,2.65E+14
1/6/2021,Debit,Transfer,153988523,2.60E+14
1/7/2021,Debit,Transfer,167008609,2.51E+14
1/8/2021,Debit,Transfer,158997969,2.45E+14
1/9/2021,Debit,Transfer,167300217,2.64E+14
1/10/2021,Debit,Transfer,141567607,2.55E+14
1/11/2021,Debit,Transfer,147137684,2.63E+14
1/12/2021,Debit,Transfer,153458478,2.94E+14
1/1/2022,Debit,Transfer,142490437,2.55E+14
1/2/2022,Debit,Transfer,130201225,2.48E+14
1/3/2022,Debit,Transfer,144656279,2.91E+14
1/4/2022,Debit,Transfer,142017942,2.97E+14
1/5/2022,Debit,Transfer,123367375,2.43E+14
1/6/2022,Debit,Transfer,126778089,2.57E+14
1/7/2022,Debit,Transfer,128574922,2.63E+14
1/8/2022,Debit,Transfer,126634326,2.61E+14
1/9/2022,Debit,Transfer,116131556,2.40E+14
1/10/2022,Debit,Transfer,114265429,2.36E+14
1/11/2022,Debit,Transfer,107706064,2.24E+14
1/12/2022,Debit,Transfer,115590445,2.43E+14
1/1/2023,Debit,Transfer,104104778,2.17E+14
1/2/2023,Debit,Transfer,97830472,2.03E+14
1/3/2023,Debit,Transfer,113849013,2.29E+14
1/4/2023,Debit,Transfer,111211561,2.23E+14
1/5/2023,Debit,Transfer,107016546,2.21E+14
1/6/2023,Debit,Transfer,104127366,2.17E+14
1/7/2023,Debit,Transfer,106469485,2.22E+14
1/8/2023,Debit,Transfer,103509912,2.14E+14
1/9/2023,Debit,Transfer,100821151,2.03E+14
